Window,Label,Max_Acc,Mean_Acc,Std_Acc,Max_Gyro,Mean_Gyro,Std_Gyro,Rep_Count,Smoothness
836,2,0.88452,0.369261,0.168228,1.78114,0.789828,0.331413,4,0.062087
837,2,0.759807,0.342195,0.15185,1.86144,0.831722,0.337199,4,0.0572567
838,2,0.759807,0.312172,0.141794,1.88604,0.799194,0.353999,7,0.0496863
839,2,0.865282,0.388068,0.165618,2.04535,0.971147,0.360616,4,0.0532461
840,2,0.737526,0.354257,0.149515,1.46674,0.758604,0.308814,5,0.0549456
841,2,0.768202,0.352347,0.151063,2.07033,0.785752,0.396377,4,0.0551865
842,2,0.796354,0.364208,0.15414,2.07033,0.767311,0.40162,4,0.0577127
843,2,0.826942,0.374563,0.164928,1.90429,0.722612,0.390958,4,0.0569024
844,2,0.826942,0.378971,0.153878,2.05429,0.82863,0.404482,4,0.0583415
845,2,0.711601,0.345199,0.137093,2.05429,0.859206,0.384186,5,0.0589632
846,2,0.913815,0.338915,0.155985,1.82725,0.799405,0.365795,4,0.0709194
847,5,0.362106,0.142975,0.0825696,1.11325,0.365566,0.216681,2,0.0149004
848,5,0.210271,0.0557927,0.0506192,0.441021,0.165314,0.0860431,1,0.00980056
849,5,0.0986133,0.0379581,0.0203382,0.585816,0.183941,0.119189,3,0.00757137
850,5,0.105705,0.040781,0.0220453,0.585816,0.185817,0.118071,4,0.00910386
851,5,0.105705,0.0281412,0.016111,0.227149,0.0783712,0.0540266,1,0.00672668
852,5,0.0574329,0.0256135,0.00943547,0.15328,0.0589277,0.0306513,0,0.00402912
853,5,0.061133,0.0271483,0.0112128,0.15328,0.0655996,0.0269278,2,0.00335081
854,5,0.0784657,0.0283368,0.0164275,0.104711,0.0569202,0.0191015,3,0.00345151
855,5,0.0784657,0.0213548,0.0162642,0.104711,0.0410782,0.020149,2,0.00315722
856,5,0.0292018,0.0128072,0.0049768,0.0732432,0.0261273,0.0136366,0,0.00218209
857,5,0.0216601,0.011696,0.00379587,0.050339,0.016308,0.0108322,0,0.00184603
858,5,0.028385,0.0104555,0.00402235,0.0391216,0.0133382,0.00836201,0,0.00211977
859,5,0.028385,0.00954405,0.00471959,0.0391216,0.0160114,0.00842794,0,0.00215448
860,5,0.0234015,0.0096984,0.00462461,0.0348347,0.0151839,0.00690469,0,0.00202424
861,5,0.390704,0.17446,0.113163,0.709378,0.234351,0.168015,3,0.0121725
862,5,0.200774,0.0557438,0.0402231,0.238714,0.104458,0.0481487,1,0.00842557
863,5,0.0803803,0.0250026,0.0142639,0.193135,0.0880583,0.038233,4,0.00724738
864,5,0.0803803,0.0177972,0.0108549,0.17008,0.0615174,0.0382638,0,0.00579601
865,5,0.0642127,0.0187143,0.0113199,0.231897,0.057041,0.0413392,0,0.0052554
866,5,0.0642127,0.0252379,0.0125955,0.231897,0.0801494,0.0416309,0,0.00543408
867,5,0.0507294,0.0218838,0.0104674,0.170684,0.0680612,0.0404518,0,0.00357424
868,5,0.0293877,0.0126158,0.00639251,0.147673,0.035872,0.0334134,0,0.00188752
869,5,0.0179123,0.00925953,0.00366194,0.0699857,0.0265605,0.0136009,0,0.00178311
870,5,0.130692,0.0216537,0.0218231,0.320623,0.054756,0.0440469,1,0.0102965
871,5,0.130692,0.0268796,0.0224233,0.320623,0.0612003,0.0461268,2,0.0119539
872,5,0.0947293,0.0159678,0.0129122,0.157478,0.0395661,0.0265935,1,0.00690846
873,5,0.0298022,0.0100109,0.00566085,0.0997698,0.0264541,0.015562,0,0.00327132
874,5,0.260796,0.0523353,0.0643406,0.910768,0.177117,0.251413,1,0.00541169
875,4,0.121287,0.0548788,0.0285555,0.281509,0.121993,0.0415867,4,0.0070211
876,4,0.0838375,0.023218,0.0170521,0.177182,0.0899906,0.0292517,2,0.00446762
877,4,0.0254426,0.0107176,0.00512091,0.10683,0.0502349,0.024445,0,0.00170904
878,4,0.0174453,0.0076316,0.00322977,0.073426,0.0272325,0.0141192,0,0.00181263
879,4,0.014418,0.00680707,0.0031354,0.0655331,0.0192264,0.0140737,0,0.0019463
880,4,0.024352,0.00758059,0.00440149,0.0655331,0.0151294,0.0108811,0,0.00223381
881,4,0.024352,0.00731053,0.00446576,0.0363824,0.0136928,0.00641362,0,0.00230354
882,4,0.0211105,0.00574078,0.0032574,0.0326086,0.015053,0.00678356,0,0.00177236
883,4,0.0171098,0.00585964,0.00322865,0.0326086,0.0154509,0.00728853,0,0.00201458
884,4,0.0215483,0.00657622,0.00362551,0.0683039,0.0176031,0.0116116,0,0.00219187
885,4,0.0215483,0.00873758,0.00459135,0.0683039,0.0234625,0.0146888,0,0.0021228
886,4,0.212546,0.0885236,0.0651765,0.560748,0.302917,0.115695,2,0.00587176
887,4,0.0777879,0.0419698,0.0194137,0.327065,0.146995,0.0789399,3,0.00470012
888,4,0.135576,0.0574333,0.026464,0.204647,0.0920991,0.0430043,1,0.00478557
889,4,0.135576,0.042276,0.0325203,0.204647,0.0675993,0.0546268,1,0.00475275
890,4,0.0524765,0.0160222,0.0129001,0.086113,0.0294345,0.0171005,1,0.00262514
891,4,0.0207058,0.00858423,0.0043985,0.0458491,0.0272211,0.00793337,0,0.00187365
892,4,0.0248067,0.00933132,0.00524944,0.0458491,0.0224914,0.0110094,0,0.00210089
893,4,0.0248067,0.00989003,0.00460658,0.0412473,0.0133431,0.00785212,0,0.00212478
894,4,0.0188578,0.00918831,0.00374042,0.0342202,0.0135842,0.00759396,0,0.00188109
895,4,0.0169132,0.00830263,0.00404334,0.0363739,0.0161291,0.00816284,0,0.00215784
896,6,0.222987,0.0661798,0.0436308,0.417549,0.249421,0.0718929,0,0.00462264
897,6,0.0849343,0.0287773,0.0193348,0.253521,0.137792,0.0607913,1,0.00207932
898,6,0.0260401,0.0130774,0.00636397,0.13218,0.0601457,0.0329641,0,0.00212684
899,6,0.0181918,0.0075567,0.00385865,0.062643,0.0244592,0.0151157,0,0.00184351
900,6,0.016988,0.00724152,0.0036998,0.0486075,0.0217776,0.0106357,0,0.00201745
901,6,0.016988,0.00812093,0.0035598,0.0486075,0.021388,0.0103473,0,0.00196672
902,6,0.0221374,0.00817726,0.00347573,0.0363758,0.0139799,0.00682854,0,0.00214836
903,6,0.0221374,0.00836394,0.00379215,0.0388536,0.0174791,0.00891207,0,0.00234908
904,6,0.0202007,0.00826775,0.00386677,0.0492298,0.0202719,0.0104256,0,0.00212323
905,6,0.016902,0.00817857,0.00350492,0.0492298,0.0204181,0.0104475,0,0.00188461
906,6,0.0480907,0.0122552,0.00815637,0.101558,0.0253754,0.0177693,0,0.0035158
907,6,0.0480907,0.0149332,0.00782923,0.101558,0.0291728,0.0218101,0,0.00353009
908,6,0.110168,0.0399899,0.0257943,0.398017,0.24617,0.0780014,2,0.00477553
909,6,0.0444442,0.0152724,0.00848952,0.258844,0.129835,0.0611534,0,0.00252744
910,6,0.0320203,0.0107149,0.00532021,0.118929,0.0573513,0.0271036,0,0.0025097
911,6,0.0195431,0.00867974,0.00392869,0.0555527,0.0284501,0.0113155,0,0.00160548
912,6,0.0169483,0.0073757,0.00314275,0.0509127,0.026064,0.00881079,0,0.00192997
913,6,0.0151571,0.00680082,0.00282822,0.0509127,0.0245214,0.00987246,0,0.00193704
914,6,0.0201939,0.00768339,0.00366218,0.0443763,0.0211831,0.00791237,0,0.00170116
915,6,0.0201939,0.00817042,0.00361407,0.044358,0.0194636,0.00884634,0,0.00182137
916,6,0.0186331,0.00818852,0.00349629,0.049952,0.0204059,0.00974606,0,0.00179178
917,6,0.0176468,0.00774771,0.0037776,0.0730084,0.023733,0.0137493,0,0.0016492
918,6,0.0293493,0.010693,0.00634342,0.0827641,0.0259055,0.0169641,0,0.00232941
919,6,0.0293493,0.0114505,0.0058751,0.0827641,0.0222893,0.0146011,0,0.00245941
920,1,0.707377,0.328624,0.13864,1.29109,0.68509,0.295202,4,0.0589108
921,1,0.713715,0.342854,0.132555,1.46266,0.67949,0.287042,4,0.0711411
922,1,0.713715,0.342438,0.128991,1.46266,0.705727,0.278421,4,0.073542
923,1,0.689182,0.326305,0.12798,1.57354,0.720088,0.299061,4,0.071352
924,1,0.689182,0.324396,0.127345,1.57354,0.688882,0.291728,5,0.0712413
925,1,0.618443,0.302614,0.118492,1.10339,0.58067,0.223986,5,0.0572423
926,1,0.563239,0.302086,0.113135,1.11094,0.56665,0.219778,4,0.052168
927,1,0.567299,0.306658,0.113495,1.27833,0.578113,0.246054,5,0.0604359
928,1,0.671531,0.31035,0.124776,1.35044,0.618506,0.281497,4,0.067624
929,1,0.671531,0.324272,0.128128,1.35044,0.655657,0.275378,5,0.0684049
930,1,0.699549,0.326385,0.124679,1.63354,0.656212,0.290706,5,0.0706994
931,1,0.699549,0.328158,0.120457,1.63354,0.633224,0.296734,5,0.0650918
932,1,0.622201,0.311982,0.119009,1.4317,0.653855,0.282882,6,0.0600163
933,1,0.892389,0.375267,0.154868,1.5522,0.773161,0.36049,3,0.0817499
934,1,0.892389,0.383422,0.156195,1.53989,0.723697,0.28411,4,0.0852045
935,1,0.810271,0.366083,0.14522,1.65253,0.791672,0.295185,5,0.0807732
936,1,0.743954,0.3389,0.132202,1.65253,0.738322,0.295925,3,0.0669409
937,1,0.743954,0.336649,0.133987,1.58884,0.702622,0.303147,4,0.0754815
938,1,0.726855,0.340549,0.133365,1.58884,0.645959,0.27814,5,0.0738541
939,1,0.601317,0.328392,0.120307,1.37349,0.586094,0.258577,4,0.0581919
940,1,0.70077,0.314872,0.127207,1.48296,0.706123,0.308116,5,0.0578694
941,1,0.70077,0.293997,0.131441,1.48296,0.67826,0.28358,5,0.0673801
942,1,0.66577,0.302805,0.121342,1.24953,0.569802,0.250474,5,0.0668096
943,1,0.66577,0.316407,0.113503,1.24953,0.587206,0.266716,5,0.0619879
944,1,0.612698,0.301964,0.113774,1.20289,0.574475,0.261989,5,0.0631804
945,1,0.612698,0.282919,0.112996,1.4648,0.660726,0.278818,4,0.0554177
946,3,1.07349,0.407695,0.232156,1.53652,0.63319,0.2919,6,0.0964436
947,3,1.07349,0.420634,0.229035,1.81854,0.676302,0.329843,5,0.0898186
948,3,1.04565,0.409459,0.211036,1.869,0.76577,0.367835,4,0.0807752
949,3,1.04565,0.395675,0.213853,1.869,0.711675,0.344933,4,0.0887926
950,3,1.29475,0.455788,0.271448,1.74466,0.723119,0.318791,5,0.101073
951,3,1.29475,0.51873,0.258674,1.65268,0.797685,0.340208,5,0.0942991
952,3,1.00068,0.47811,0.232954,1.50335,0.745373,0.324292,6,0.0854596
953,3,1.00068,0.426265,0.236515,3.04972,0.831216,0.53402,5,0.0915045
954,3,1.29126,0.490683,0.245699,2.34132,0.871095,0.436321,6,0.0962383
955,3,1.01893,0.476869,0.238503,1.81447,0.84484,0.404231,6,0.0879117
956,3,1.08253,0.444537,0.228211,2.6139,0.937343,0.515235,5,0.104149
957,3,1.20934,0.432394,0.241,2.6139,0.813861,0.498974,4,0.110845
958,3,1.20934,0.435518,0.238728,1.72684,0.775356,0.365723,5,0.0926423
959,3,1.12072,0.453615,0.232337,1.72684,0.865758,0.355164,5,0.0975351
960,3,1.12072,0.446209,0.249481,1.66584,0.788937,0.320607,5,0.106091
961,3,1.21474,0.45919,0.258396,1.85241,0.900352,0.341661,8,0.0967183
962,3,1.10683,0.457022,0.247972,2.05259,0.839592,0.366796,6,0.085685
963,3,1.10683,0.452521,0.238343,2.05259,0.828438,0.40804,5,0.0845134
964,3,1.25595,0.43456,0.239805,2.04532,0.749382,0.360757,5,0.0963495
965,3,1.25595,0.428573,0.231827,2.04532,0.688848,0.314813,5,0.0911544
966,3,1.06658,0.402787,0.209735,1.34054,0.679318,0.267707,5,0.0781146
967,3,1.04861,0.409916,0.22216,1.48831,0.70343,0.273554,5,0.0867677
968,2,0.831868,0.408349,0.178159,1.34655,0.75828,0.269896,6,0.0590754
969,2,0.831868,0.407405,0.181993,1.53024,0.711037,0.298259,6,0.062892
970,2,0.903087,0.408414,0.165343,2.09105,0.779809,0.428567,5,0.0717995
971,2,0.996033,0.391013,0.167831,2.09105,0.770205,0.418112,3,0.0687963
972,2,0.996033,0.373815,0.156787,1.60717,0.662636,0.282017,6,0.0601545
973,2,0.832041,0.346775,0.15303,1.91326,0.669469,0.328002,6,0.0632617
974,2,0.832041,0.333861,0.1585,1.91326,0.678466,0.352821,4,0.0572974
975,2,0.81376,0.333443,0.152274,1.88461,0.666547,0.320929,4,0.0518839
976,2,0.785593,0.398187,0.153293,1.83564,0.891565,0.330525,5,0.0599003
977,2,0.785593,0.355695,0.156409,1.62152,0.694633,0.315257,5,0.0560752
978,2,0.913429,0.384452,0.161833,2.29725,0.732502,0.437352,4,0.0622941
979,2,0.913429,0.377114,0.171528,2.29725,0.81066,0.406087,4,0.0623188
980,2,0.801228,0.372227,0.179532,1.52991,0.715249,0.30934,4,0.0609177
981,2,0.809455,0.375831,0.171889,1.52991,0.626308,0.316341,4,0.064697
982,2,0.869618,0.33655,0.166127,1.38324,0.60733,0.274541,5,0.0681794
983,2,0.915718,0.388414,0.163439,1.81395,0.851257,0.379651,7,0.0600078
984,2,0.87413,0.389536,0.192355,1.91818,0.768743,0.359688,5,0.0665978
985,2,0.984146,0.402963,0.195434,1.91818,0.812088,0.385994,5,0.0729768
986,2,0.984146,0.390285,0.178534,1.46509,0.736454,0.318532,3,0.0661211
987,2,0.846876,0.369198,0.157046,1.50921,0.668072,0.302099,5,0.0548012
988,2,0.970131,0.371301,0.174425,1.89711,0.710238,0.375029,2,0.0694286
989,2,1.01299,0.360449,0.200485,1.89711,0.772287,0.364467,4,0.0812163
990,5,0.122343,0.0333353,0.0241697,0.548268,0.157433,0.0835632,2,0.00818409
991,5,0.0379397,0.0176979,0.00667558,0.254909,0.0766763,0.0493274,0,0.00300886
992,5,0.0319008,0.0151327,0.0064641,0.107481,0.0388757,0.0219559,0,0.00197039
993,5,0.0304976,0.0125239,0.00517223,0.0979331,0.0325734,0.0154653,0,0.00189821
994,5,0.0304976,0.0113697,0.00558009,0.0979331,0.0296158,0.015046,0,0.00192022
995,5,0.0237573,0.0106746,0.00523007,0.18512,0.0257357,0.0223452,0,0.00199245
996,5,0.0336001,0.0126774,0.00626326,0.18512,0.0355425,0.0266176,0,0.00216655
997,5,0.0336001,0.0115037,0.00612381,0.0907887,0.0377034,0.0207898,0,0.00211864
998,5,0.0237935,0.0101375,0.00539954,0.0907887,0.0275746,0.0174818,0,0.00172114
999,5,0.023413,0.00878461,0.00533496,0.0448787,0.0169543,0.00978592,0,0.00153555
1000,5,0.0209696,0.00622481,0.00378274,0.023781,0.0108452,0.00505548,0,0.0017736
1001,5,0.0141787,0.00550973,0.00287548,0.0304432,0.0104626,0.00531472,0,0.00172903
1002,5,0.0443901,0.0099361,0.00903885,0.117514,0.0241892,0.0254656,0,0.00390505
1003,5,0.145836,0.0616464,0.0360591,0.248121,0.129971,0.0578237,2,0.00467435
1004,5,0.0797202,0.0289056,0.0147391,0.237928,0.0792477,0.0526952,2,0.0039051
1005,5,0.0373247,0.0189737,0.00847468,0.144687,0.0395549,0.0256341,0,0.00225901
1006,5,0.0296884,0.0111333,0.00644755,0.0683235,0.0290893,0.0141311,0,0.00184567
1007,5,0.0230004,0.0080824,0.00380386,0.0578421,0.0246824,0.0110365,0,0.00176757
1008,5,0.0765715,0.0216754,0.0206798,0.260743,0.0563607,0.054337,2,0.00705306
1009,5,0.10346,0.0383462,0.023273,0.282811,0.103663,0.0581802,3,0.00822288
1010,5,0.10346,0.030431,0.0224475,0.282811,0.0901926,0.061584,3,0.00680024
1011,5,0.0649729,0.0207304,0.012694,0.190197,0.0609715,0.0464063,2,0.00541697
1012,5,0.0649729,0.0182667,0.0100683,0.161784,0.0466183,0.0283792,0,0.00480643
1013,5,0.0290285,0.0131082,0.00532555,0.0680433,0.0283082,0.0163183,0,0.0021734
1014,5,0.0336998,0.0127692,0.0068026,0.174734,0.025839,0.0237337,0,0.00239352
1015,5,0.0336998,0.0156042,0.00734655,0.174734,0.0330706,0.0273024,0,0.00290817
1016,5,0.029263,0.0154038,0.00612778,0.125618,0.0270007,0.0207505,0,0.00243884
1017,5,0.0390068,0.0120273,0.00612481,0.134623,0.0264672,0.0258905,0,0.00237061
1018,5,0.0390068,0.0141282,0.00892024,0.142128,0.0488527,0.0352494,0,0.00375184
1019,5,0.0380216,0.0163467,0.00772767,0.381435,0.0623066,0.0637365,0,0.00361281
1020,4,0.210602,0.0533781,0.045051,0.995412,0.189686,0.130201,1,0.00638401
1021,4,0.0406463,0.0154614,0.00784671,0.156209,0.107751,0.0321725,0,0.00181317
1022,4,0.0773428,0.0119286,0.0107768,0.206208,0.0690018,0.030638,0,0.00409405
1023,4,0.0773428,0.0130847,0.013772,0.206208,0.0467971,0.0345256,1,0.00507178
1024,4,0.0583645,0.0111349,0.0101986,0.142523,0.0266268,0.0240485,0,0.00382492
1025,4,0.0233555,0.00701777,0.00374938,0.0721405,0.0151413,0.0100548,0,0.00217957
1026,4,0.0249128,0.0059073,0.0035484,0.0808198,0.0124608,0.0111779,0,0.00229742
1027,4,0.0259424,0.00798264,0.00527911,0.0808198,0.0174764,0.0145327,0,0.00292536
1028,4,0.0542667,0.0142785,0.00966911,0.107016,0.0374412,0.0254253,0,0.00460402
1029,4,0.0542667,0.0163957,0.0102095,0.136941,0.0481213,0.0283374,0,0.00517746
1030,4,0.0477222,0.0134594,0.00999784,0.136941,0.0375457,0.0281393,0,0.00442419
1031,4,0.0477222,0.0116625,0.00843351,0.0965723,0.0248481,0.0203865,0,0.00376746
1032,4,0.0190369,0.0094012,0.00454909,0.0470179,0.018291,0.0106522,0,0.00268703
1033,4,0.0269856,0.010246,0.00612524,0.0830292,0.0248435,0.0169693,0,0.00296205
1034,4,0.0610666,0.015309,0.00991094,0.533327,0.057207,0.0831034,0,0.00421457
1035,4,0.2102,0.0719499,0.0543105,0.635108,0.331478,0.132461,1,0.0113825
1036,4,0.0699751,0.0277116,0.0167215,0.32222,0.161945,0.0794063,3,0.00447561
1037,4,0.0516388,0.0175506,0.00914644,0.201419,0.0654199,0.0406467,0,0.00355326
1038,4,0.0279359,0.0124865,0.00568238,0.0760736,0.0369834,0.0138084,0,0.00232466
1039,4,0.289603,0.0503105,0.0633798,0.986496,0.147712,0.196476,3,0.0183408
1040,4,0.289603,0.0714884,0.0587791,0.986496,0.2003,0.19634,3,0.0206662
1041,4,0.211669,0.0394069,0.0311123,0.763206,0.0999507,0.104806,2,0.0127218
1042,4,0.0549054,0.021698,0.0118421,0.119632,0.0475444,0.0207662,2,0.00366185
1043,4,0.0438965,0.0141837,0.00801512,0.0764898,0.0319551,0.013985,0,0.00319937
1044,4,0.0211533,0.00933944,0.0046232,0.0574386,0.0220943,0.011449,0,0.00246084
1045,4,0.019473,0.00801937,0.00402995,0.048616,0.0167398,0.00862673,0,0.00219647
1046,4,0.0164756,0.007142,0.00319529,0.0595317,0.0170266,0.0109364,0,0.00216184
1047,4,0.0234545,0.0100645,0.00520062,0.0595317,0.0192046,0.0126024,0,0.00250395
1048,4,0.0287975,0.0117076,0.00568313,0.068036,0.0211112,0.0129527,0,0.0022945
1049,6,0.197071,0.0847006,0.0382972,0.930349,0.356765,0.174267,3,0.0096606
1050,6,0.188465,0.0752181,0.0285213,0.466452,0.173372,0.079736,1,0.00712894
1051,6,0.0978951,0.062477,0.0148392,0.245195,0.104384,0.0532607,4,0.00603676
1052,6,0.0900397,0.0374668,0.0227328,0.245195,0.0729084,0.0436344,4,0.00511122
1053,6,0.042563,0.0144621,0.00959979,0.107273,0.0473385,0.0176276,0,0.00284645
1054,6,0.0292891,0.0124625,0.00634714,0.100793,0.0389288,0.0177539,0,0.00308826
1055,6,0.0292891,0.0122733,0.00611026,0.100793,0.0305855,0.0168314,0,0.00304579
1056,6,0.0226167,0.00919503,0.00454987,0.0642712,0.0234889,0.0107485,0,0.00266385
1057,6,0.0426492,0.00962535,0.00643226,0.182773,0.0284987,0.0281379,0,0.00336536
1058,6,0.0490102,0.0179562,0.011066,0.194445,0.0382157,0.0381183,3,0.00382885
1059,6,0.0490102,0.0175613,0.010455,0.194445,0.0348223,0.0302928,0,0.0031778
1060,6,0.0205359,0.00926057,0.00440469,0.0740643,0.0232328,0.0140683,0,0.00229372
1061,6,0.0278659,0.010576,0.00454047,0.0489616,0.0217268,0.0102853,0,0.00198747
1062,6,0.88786,0.21044,0.221181,0.919418,0.490734,0.137175,0,0.0110497
1063,6,0.0926934,0.0380948,0.022683,0.529671,0.297124,0.111246,2,0.00545166
1064,6,0.0517803,0.0202372,0.00914582,0.297568,0.145551,0.0721545,0,0.00427881
1065,6,0.0517803,0.0208426,0.00726689,0.135977,0.0620644,0.0332536,0,0.00412599
1066,6,0.0313507,0.0147261,0.0073257,0.0733878,0.0353268,0.0139431,0,0.00226852
1067,6,0.0266237,0.0088764,0.00463495,0.0687641,0.0309716,0.0106296,0,0.00217195
1068,6,0.0266237,0.0105857,0.00497837,0.0687641,0.0242317,0.0106229,0,0.00213734
1069,6,0.020926,0.0099476,0.00437183,0.0470675,0.0177335,0.00760239,0,0.00172937
1070,6,0.0408766,0.00919241,0.00597551,0.126252,0.0270423,0.020549,0,0.00320137
1071,6,0.0408766,0.0100288,0.00598963,0.126252,0.032584,0.0191189,0,0.00312499
1072,6,0.0200211,0.0090945,0.00372965,0.0543796,0.0254546,0.0104032,0,0.00199595
1073,6,0.0195061,0.00822643,0.00356183,0.0594328,0.0235324,0.0105664,0,0.00235106
1074,6,0.0326852,0.00907558,0.00564505,0.103723,0.0260046,0.0187367,0,0.0027674
1075,6,0.0547218,0.0139173,0.0105144,0.345813,0.0461639,0.0537075,0,0.00501374
1076,6,0.0661539,0.021634,0.0140168,0.345813,0.0648652,0.0593046,3,0.00675933
1077,1,0.526644,0.25011,0.109443,1.56163,0.73352,0.278861,4,0.0509877
1078,1,0.778967,0.285418,0.144103,1.54218,0.698085,0.254361,4,0.0669894
1079,1,0.778967,0.284192,0.146516,1.54218,0.677145,0.267013,4,0.0714876
1080,1,0.57492,0.263176,0.107333,1.50614,0.639017,0.270923,4,0.0543976
1081,1,0.665229,0.257015,0.110023,1.43813,0.594722,0.273796,4,0.0553216
1082,1,0.665229,0.245666,0.110972,1.42758,0.530555,0.242446,4,0.0543169
1083,1,0.519315,0.236763,0.101869,1.3108,0.537479,0.242141,4,0.0480574
1084,1,0.604785,0.246467,0.127374,1.94432,0.68058,0.380391,3,0.0497774
1085,1,0.604785,0.253088,0.133185,1.94432,0.742862,0.409391,3,0.0495482
1086,1,0.770496,0.258219,0.133711,1.51965,0.683369,0.32008,4,0.0537875
1087,1,0.770496,0.271913,0.138862,1.43877,0.63211,0.262909,4,0.0632969
1088,1,0.77743,0.282541,0.14303,1.62362,0.577321,0.267207,3,0.0677247
1089,1,0.80419,0.29321,0.154874,1.80135,0.609088,0.28766,4,0.073086
1090,1,0.826382,0.290279,0.1498,1.80135,0.650461,0.282268,5,0.0877749
1091,1,0.826382,0.275018,0.128676,1.51054,0.627309,0.26652,5,0.0796898
1092,1,0.580077,0.24641,0.115986,1.66429,0.597426,0.322039,4,0.0482113
1093,1,0.702806,0.272239,0.129942,1.42129,0.624451,0.288779,3,0.0583608
1094,1,0.702806,0.291989,0.134866,1.42129,0.658095,0.278613,5,0.0640386
1095,1,0.627413,0.293517,0.130037,1.47617,0.638351,0.256677,5,0.0593699
1096,1,0.627413,0.304692,0.133879,1.88759,0.663723,0.299066,5,0.0641019
1097,1,0.940747,0.31064,0.152042,1.88759,0.639538,0.316827,4,0.0808803
1098,1,0.940747,0.300545,0.156808,1.82615,0.63077,0.288499,3,0.0878196
1099,1,0.927014,0.269425,0.13259,1.54115,0.612828,0.261808,4,0.0734924
1100,1,0.683927,0.267782,0.128642,1.64355,0.592219,0.245334,4,0.0568545
1101,1,0.683927,0.290678,0.133402,1.64355,0.637616,0.280027,5,0.0613333
1102,1,0.654149,0.292794,0.126465,1.69137,0.66426,0.315202,5,0.0662544
1103,1,0.635515,0.282363,0.115709,1.69137,0.640039,0.303742,4,0.0564377
1104,1,0.616373,0.279996,0.120337,1.42341,0.617443,0.262242,4,0.0508831
1105,1,0.658532,0.254631,0.127543,1.40457,0.566753,0.25314,3,0.0600259
1106,3,1.06943,0.38177,0.241583,1.29512,0.536807,0.245756,4,0.0990269
1107,3,1.10567,0.426569,0.249228,1.62477,0.624747,0.312436,4,0.107397
1108,3,1.10567,0.439664,0.252859,2.26829,0.876046,0.530838,5,0.105742
1109,3,1.18407,0.449138,0.253801,2.26829,0.923274,0.533799,4,0.110408
1110,3,1.46342,0.443026,0.265934,2.51261,0.939724,0.446163,4,0.129184
1111,3,1.46342,0.443566,0.276107,2.51261,1.02623,0.417847,5,0.131166
1112,3,1.12758,0.471182,0.262914,1.92582,0.879599,0.377657,5,0.118034
1113,3,1.24108,0.44945,0.253864,1.75648,0.728927,0.340511,5,0.120184
1114,3,1.26094,0.491064,0.275431,2.18963,0.790902,0.363558,5,0.125975
1115,3,1.22755,0.476244,0.26144,1.94267,0.718371,0.355562,5,0.129773
1116,3,1.22755,0.421931,0.212723,2.96056,0.9745,0.62808,4,0.107567
1117,3,1.1415,0.441459,0.237819,2.96056,0.993199,0.597271,5,0.0894387
1118,3,1.1415,0.473088,0.273399,2.1101,0.879821,0.394431,5,0.112677
1119,3,1.11694,0.455328,0.25911,2.1101,0.93243,0.381899,5,0.118217
1120,3,1.08987,0.43332,0.235509,1.80059,0.817126,0.291675,5,0.107493
1121,3,1.27923,0.461827,0.252754,1.9081,0.804994,0.334639,5,0.12716
1122,3,1.12966,0.46648,0.244085,1.9741,0.78881,0.348879,5,0.111196
1123,3,1.12966,0.435564,0.246791,2.04592,0.689809,0.312079,6,0.111499
1124,3,1.28571,0.412964,0.235434,2.93411,0.999853,0.626278,4,0.109992
1125,3,1.28571,0.439444,0.229379,2.93411,1.07213,0.587741,5,0.0976608
1126,3,1.08204,0.456975,0.239614,2.47344,0.962261,0.504203,4,0.0879804
1127,3,1.0603,0.456583,0.239208,2.47344,0.995018,0.507195,5,0.0829645
1128,3,1.04689,0.441666,0.232895,2.26884,0.850859,0.360237,5,0.093592
1129,3,1.09606,0.408864,0.249208,2.16928,0.812505,0.367028,4,0.115125
1130,2,0.853361,0.334601,0.183914,1.4977,0.844192,0.270758,4,0.0665311
1131,2,0.780526,0.338489,0.155481,1.30085,0.67912,0.245048,4,0.0578011
1132,2,0.780526,0.33942,0.145656,1.61053,0.712069,0.333397,4,0.0565615
1133,2,0.867638,0.344687,0.154905,1.61053,0.793517,0.373882,4,0.0604062
1134,2,0.944716,0.357142,0.169615,1.52533,0.742521,0.322016,4,0.0640602
1135,2,0.944716,0.353981,0.17374,1.93675,0.813035,0.378257,4,0.0599383
1136,2,0.831895,0.338029,0.166203,1.93675,0.81332,0.377962,4,0.0536083
1137,2,0.834782,0.328657,0.173031,1.49186,0.727224,0.311645,5,0.0621791
1138,2,0.899827,0.34639,0.178115,1.60043,0.727095,0.340994,4,0.0663065
1139,2,0.796289,0.341533,0.156219,1.54037,0.717862,0.293841,5,0.0558929
1140,2,0.878957,0.362653,0.168096,1.72662,0.601017,0.304985,3,0.0584479
1141,2,0.878957,0.377411,0.169744,2.51043,0.85613,0.508699,3,0.0590974
1142,2,0.731237,0.361065,0.154414,2.51043,0.910388,0.466994,4,0.0503908
1143,2,0.731237,0.333291,0.154,1.98614,0.716351,0.354111,3,0.05796
1144,2,0.656838,0.322355,0.141575,2.15227,0.835972,0.44411,5,0.0614635
1145,2,0.797202,0.326437,0.143492,2.15227,0.859751,0.404887,4,0.0558654
1146,2,0.797202,0.314456,0.153489,1.65745,0.747032,0.32266,4,0.0542334
